Episode ID,Show Name,Full Date,Title,Description,Partisan Leaning,Category on Apple,Entered Dataset,Audio URL
16265,Mark Levin Podcast,06-01-2021,mark levin audio rewind - 1/5/21,"on tuesday's mark levin show, the country is crumbling because the neo-marxists and statists have been relentlessly attacking our constitutional system for over a decade. the vast majority of republicans in congress are affixing their seal of approval to this lawlessness. surrender is not an option; we have future generations of our families and men and women in uniform that are counting on america. the media, the democrats, and establishment republicans want every american to roll over and accept this. each american must reject this new 'squad' of radicals and become their own paul revere. then, the framers rejected the judiciary having a role in the selection of the president of the united states and precisely opted for what they outlined in article ii, section i granting all authority over the selection of the electors for the president to each state's legislature. this was done specifically to prevent state executive or the courts from being involved in the selection of the electors for the presidency. later, the lawyers representing the republicans in the pennsylvania state legislature are the same lawyers representing mitch mcconnell via the national republican senatorial committee. the national republican establishment is diabolical and wants all gop votes but not the voters' input. this is one very deep swamp.   learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Top 100,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chtbl.com/track/8G441/traffic.megaphone.fm/WWO4843879969.mp3
16266,Mark Levin Podcast,05-01-2021,mark levin audio rewind - 1/4/21,"on monday's mark levin show, the constitution was systematically targeted and attacked by those in the democrat party who embrace the 1619 project. the radical extreme left hates the constitution and wants to eviscerate it because it prevents the grandiosity and power they seek. if america has a democrat party that has circumvented article 2 sec 2 of the constitution, should those electors' votes be counted even though they're tainted because those states chose to not comply with the federal constitution? of course not, because willfully and brazenly changing election laws outside of the federal constitution violates the constitutional election process in that state. then, no member of congress may be sworn in without taking an oath to defend the constitution. therefore, it is understood that the votes counted must be obtained constitutionally. ""shall"" count does not mean that congress is compelled to count votes that were cast extra-constitutionally. later, five nerds at the wall street journal editorial board just normalized and conflated the spying on the trump campaign with the fraud being legitimately challenged in congress. afterward, sen. ted cruz joins the show to reiterate why the constitution outlines how a constitutional challenge should be conducted by the vice president and congress. learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Top 100,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chtbl.com/track/8G441/traffic.megaphone.fm/WWO3274553457.mp3?updated=1609814986
18486,Order of Man: Protect | Provide | Preside,08-01-2021,who’s your “battle brother?” | friday field notes,"today, i share a critical element to help on the path of your development and ask who's your ""battle brother?” hit me up on instagram at @ryanmichler and share with me what’s working in your life.  want maximum health, wealth, relationships, and abundance in your life? sign up for our free course, 30 days to battle ready. join our exclusive brotherhood, the iron council. subscribe to our youtube channel at www.youtube.com/orderofman  connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store",More Conservative,Business,Apple Recommendation,https://traffic.libsyn.com/secure/orderofman/FFN246.mp3?dest-id=261453
18487,Order of Man: Protect | Provide | Preside,06-01-2021,"how to be more disciplined, 3 steps for creating effective boundaries, and how to get yourself out of a rut | ask me anything","today, kipp sorensen and i discuss how to be more disciplined, 3 steps for creating effective boundaries, how to get yourself out of a rut, and so much more.  want maximum health, wealth, relationships, and abundance in your life? sign up for our free course, 30 days to battle ready. join our exclusive brotherhood, the iron council. subscribe to our youtube channel at www.youtube.com/orderofman  connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store",More Conservative,Business,Apple Recommendation,https://traffic.libsyn.com/secure/orderofman/AMA126.mp3?dest-id=261453
18488,Order of Man: Protect | Provide | Preside,05-01-2021,"chris hogan | money tips, tricks, and tactics for 2021","money is such a crucial component of every man’s life and, yet, it is one of the most often overlooked and misunderstood factors to a man’s success. i’m not by any means suggesting that money is the only factor to his success but if we're being truthful, understanding the money game and playing it well gives a man more opportunity, freedom, and the potential for fulfillment. today, i am joined by my friend and repeat guest, chris hogan to talk money moves as we roll into 2021. we cover everything from financial opportunities that will present themselves, the power and importance of building a financial team, getting yourself out of the rat race, why self-awareness is critical for financial success, and plenty of other tips, tricks, and tactics to get ahold of your money situation in 2021. chris hogan my guest is back by popular demand. his name is chris hogan.  and, if you didn’t listen to the first podcast we did together, chris is a best-selling author, a personal finance expert, and one of america’s leading voices on retirement, investing and building wealth.  his show, the chris hogan show has been downloaded millions of times. chris is also a regular contributor to the entreleadership podcast and is a member of the ramsey solutions team.  but more importantly that all of that, chris has a tremendous ability to breakdown complex financial topics into easy-to-digest/apply practical information that will help you thrive. enjoy. the iron council men, we’ve had a lot of men join our exclusive brotherhood, the iron council, over the past two weeks. this was to be expected as many of you are really focused on improving your life in 2021 and gaining access to the tools, frameworks, and accountability needed to thrive.  if that sounds like something you’re after, i’d encourage you to look into what the iron council offers and how banding with nearly 800 other men will help you thrive in every facet of your life. i started the iron council years ago because i wanted a place where i could connect with high-caliber men and share ideas, strategies, and resources. and, frankly, i couldn’t find it locally – so, i created it.  now is the perfect time to band with us. we’re going to be shutting enrolment down in january and not sure when we’ll be opening it back up again so, get to it right now and set yourself up for the best year of your life. read full article https://www.orderofman.com/310 want maximum health, wealth, relationships, and abundance in your life? sign up for our free course, 30 days to battle ready. join our exclusive brotherhood, the iron council. subscribe to our youtube channel at www.youtube.com/orderofman  connect with us on instagram and twitter please leave us a rating and review support order of man by picking up some new merchandise in our store",More Conservative,Business,Apple Recommendation,https://traffic.libsyn.com/secure/orderofman/OOM310.mp3?dest-id=261453
31778,The Buck Sexton Show,08-01-2021,trump calls for peaceful transition,"season 5, episode 5.president trump is calling for a peaceful transition but he will not attend the biden inauguration, a capitol hill police officer has died from his riot injuries, inexcusable delays with the covid-19 vaccine and get ready for a purge of conservatives. plus kurt schlichter and michael malice join the show.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.",More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/8c790dac-1669-46f1-bba8-ae2b006f0257/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31779,The Buck Sexton Show,08-01-2021,buck’s first thoughts - 1/8/21,today buck begins with president trump calling for a peaceful transition. plus buck takes a look at what could be a dark time for republicans and kurt schlichter joins the show.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.,More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/5bfd938b-995e-4be5-8d00-ae2b006f158c/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31780,The Buck Sexton Show,07-01-2021,what's next for maga?,"season 5, episode 4.the aftermath of the march, media double standards on rioting, a lethal shooting inside the capitol, covid vaccine slowdowns and the next step for the gop.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.",More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/aa428ae9-4ebc-410f-9b62-ae2b006f24e7/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31781,The Buck Sexton Show,07-01-2021,buck’s first thoughts - 1/7/20,buck starts off today's show looking at the march on the capitol and why it happened. plus buck gives some hard truths and looks at media hypocrisy.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.,More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/d7ca00d5-5ed0-414d-86a6-ae2b006f6748/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31782,The Buck Sexton Show,07-01-2021,the capitol has been breached,it's a special breaking news edition of the buck sexton show as buck reacts to the situation at the us capitol and looks into what the ramifications are for the future.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.,More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/02dd1bc7-62c6-4552-80c0-ae2b006f99fd/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31783,The Buck Sexton Show,06-01-2021,georgia results are in,"season 5, episode 3.democrats are on the brink of total control,  vp pence could find himself in hot water, libs upset about the lack of charges in the jacob blake shooting and mask shaming on a train.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.",More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/db6550c1-04f8-449f-a136-ae2b006fab5b/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31784,The Buck Sexton Show,06-01-2021,buck’s first thoughts - 1/6/21,buck starts today with the unfortunate news that the democrats will take control of the us government and how the gop can regroup. plus vp pence is on the hot seat and no charges filed in the jacob blake case.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.,More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/cec94d6c-87bf-477e-b589-ae2b006fd185/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31785,The Buck Sexton Show,05-01-2021,the biggest senate showdown ever,"season 5, episode 2.it is also the most expensive senate race ever, los angeles sees a massive covid spike, dictator cuomo thinks he can imprison anyone, antifa terrorized senator hawley and is kamala harris plagiarizing stories from mlk?please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.",More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/e8928428-5a7a-4d4b-a968-ae2b006fe868/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
31786,The Buck Sexton Show,05-01-2021,buck’s first thoughts - 1/5/21,"buck starts the day with the georgia senate runoffs and just how important they are to the future of this country. plus libs still blame trump supporters for covid-19 spread, cuomo wants to start arresting people and john cardillo joins the show.please subscribe to the podcast! and get more exclusive content from buck at bucksexton.com.subscribe to buck on youtube: https://bit.ly/2unt1orfind buck on:twitter @bucksexton  facebook @bucksexton instagram @bucksexton email the show: teambuck@iheartmedia.com  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.",More Conservative,News,Apple Recommendation,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/arttrk.com/p/D5CA5/pdst.fm/e/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/3dae0b07-aac0-4154-8c1e-ae2b00350f94/d1fca1c0-2e06-4fcd-9751-ae2b00700e7e/audio.mp3?utm_source=Podcast&in_playlist=961e484b-1dff-48ef-8bdd-ae2b00350fab
51352,The Michael Knowles Show,08-01-2021,ep. 676 - they don’t want unity,"biden stokes racial tensions, big tech bans trump, and another white lady pretends to be hispanic. learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Top 100,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO5448653945.mp3
51353,The Michael Knowles Show,07-01-2021,ep. 675 - blame the lockdowns,"rioters storm the capitol, congress certifies biden as president-elect, and merrick garland gets a second life. learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Top 100,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO4104164786.mp3
51354,The Michael Knowles Show,06-01-2021,ep. 674 - maga is here to stay,"georgia determines control of the senate, republicans on capitol hill try to stop certification of the presidential vote, and a shocking new report says men in dresses still beat women at sports.  if you like the michael knowles show, become a member today with promo code: knowles and enjoy the exclusive benefits for 10% off at: https://www.dailywire.com/knowles learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Top 100,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO7695417385.mp3
51355,The Michael Knowles Show,05-01-2021,ep. 673 - everything is worse than watergate,"an old hack journalist calls trump’s latest leaked phone call “worse than watergate,” a democrat congressman transgenders the word “amen,” and kamala harris steals a story from mlk.  if you like the michael knowles show, become a member today with promo code: knowles and enjoy the exclusive benefits for 10% off at: https://www.dailywire.com/knowles learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Top 100,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/claritaspod.com/measure/arttrk.com/p/24FDE/verifi.podscribe.com/rss/p/pfx.vpixl.com/3Q5mz/mgln.ai/e/121/traffic.megaphone.fm/WWO9400059701.mp3
52386,The Michael Savage Show,07-01-2021,god bless america - the dc riots + newsmax ceo chris ruddy,"savage reads from the bible, explains 'an eye for an eye', outraged at murder on capitol hill of innocent woman. the dam has been breached. violence is not condoned, but where was the outraged media all summer long when cities were burning, savage breaks down what happened in georgia. savage brings you his immediate reaction to what happened at the capitol with his periscope post, hear it here. interview with newxmax ceo chris ruddy learn more about your ad choices. visit podcastchoices.com/adchoices",More Conservative,News,Apple Recommendation,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pdrl.fm/699f28/traffic.megaphone.fm/ADV2089785319.mp3
57904,The Sean Hannity Show,08-01-2021,american greatness,"julie kelly, is a political commentator and senior contributor to american greatness. she is the author of disloyal opposition: how the nevertrump right tried―and failed―to take down the president and craig parshall, is special counsel to the american center for law and justice, and senior advisor on internet free speech with the american principles project -- today they discuss the takeover of free speech and the suppression of all thought that contradicts the narrative distributed by individuals who believe in independent thought. the sean hannity show is on weekdays from 3 pm to 6 pm et on iheartradio and hannity.com.  learn more about your ad-choices at https://www.iheartpodcastnetwork.comsee omnystudio.com/listener for privacy information.",More Conservative,News,Apple Top 100,https://chtbl.com/track/5899E/podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/4a0aa31f-d7ec-4ee3-915f-ae300188d2da/69db8f99-90f0-46be-a939-ae31003563cf/audio.mp3?utm_source=Podcast&in_playlist=554b2774-1072-4afc-88b3-ae300188d2e8
